id,level,word,article,plural,translation,example,partOfSpeech,topic,tags,lessonId
B2_vocab_107,B2,Leistung,die,Leistungen,"benefit, service",Die Krankenkasse bietet verschiedene Leistungen an.,noun,Insurance,b2;insurance,B2_lesson_4
B2_vocab_108,B2,Versichertenkarte,die,Versichertenkarten,health insurance card,Bitte bringen Sie Ihre Versichertenkarte zum Arzttermin mit.,noun,Insurance,b2;insurance,B2_lesson_6
B2_vocab_109,B2,Beitrag,der,Beiträge,"contribution, premium",Der Beitrag zur Krankenversicherung wird vom Gehalt abgezogen.,noun,Insurance,b2;insurance,B2_lesson_8
B2_vocab_110,B2,Antrag,der,Anträge,"application, claim form",Sie müssen einen Antrag auf Kostenübernahme stellen.,noun,Insurance,b2;insurance,B2_lesson_10
B2_vocab_111,B2,Zuzahlung,die,Zuzahlungen,co-payment,Für dieses Medikament ist eine Zuzahlung von fünf Euro fällig.,noun,Insurance,b2;insurance,B2_lesson_12
B2_vocab_112,B2,Prävention,die,,prevention,Prävention ist besser als Behandlung.,noun,Public health,b2;publichealth,B2_lesson_14
B2_vocab_113,B2,Risikofaktor,der,Risikofaktoren,risk factor,Rauchen ist ein wichtiger Risikofaktor für Krebs.,noun,Public health,b2;publichealth,B2_lesson_16
B2_vocab_114,B2,Impfung,die,Impfungen,vaccination,Die Impfung gegen Grippe wird jedes Jahr empfohlen.,noun,Public health,b2;publichealth,B2_lesson_18
B2_vocab_115,B2,Erkrankung,die,Erkrankungen,"illness, disease",Früherkennung kann schwere Erkrankungen verhindern.,noun,Public health,b2;publichealth,B2_lesson_20
B2_vocab_116,B2,Infektion,die,Infektionen,infection,Die Infektion wurde rechtzeitig mit Antibiotika behandelt.,noun,Public health,b2;publichealth,B2_lesson_22
B2_vocab_117,B2,Immunsystem,das,Immunsysteme,immune system,Ein starkes Immunsystem schützt vor vielen Krankheiten.,noun,Public health,b2;publichealth,B2_lesson_24
B2_vocab_118,B2,Erkältung,die,Erkältungen,common cold,Im Winter haben viele Menschen eine Erkältung.,noun,Public health,b2;publichealth,B2_lesson_1
B2_vocab_119,B2,sich erholen,,,"to recover, to recuperate",Nach der Operation muss sich der Patient gut erholen.,verb,Public health,b2;publichealth,B2_lesson_3
B2_vocab_120,B2,Absage,die,Absagen,cancellation,Die Absage des Termins sollte frühzeitig erfolgen.,noun,Appointments,b2;appointments,B2_lesson_5
B2_vocab_121,B2,Verschiebung,die,Verschiebungen,"postponement, rescheduling",Eine Verschiebung des OP-Termins ist leider nicht möglich.,noun,Appointments,b2;appointments,B2_lesson_7
B2_vocab_122,B2,Bestätigung,die,Bestätigungen,confirmation,Sie erhalten eine schriftliche Bestätigung Ihres Termins.,noun,Appointments,b2;appointments,B2_lesson_9
B2_vocab_123,B2,Wartezeit,die,Wartezeiten,waiting time,Die Wartezeit in der Praxis beträgt etwa 20 Minuten.,noun,Appointments,b2;appointments,B2_lesson_11
B2_vocab_124,B2,Bescheinigung,die,Bescheinigungen,"certificate, medical certificate",Der Arzt stellt eine Bescheinigung für den Arbeitgeber aus.,noun,Appointments,b2;appointments,B2_lesson_13
B2_vocab_125,B2,Wirkstoff,der,Wirkstoffe,active ingredient,Der Wirkstoff des Medikaments senkt den Blutdruck.,noun,Treatment,b2;treatment,B2_lesson_15
B2_vocab_126,B2,Dosis,die,Dosen,dose,Die Dosis sollte nicht ohne Rücksprache erhöht werden.,noun,Treatment,b2;treatment,B2_lesson_17
B2_vocab_127,B2,Klinik,die,Kliniken,"clinic, hospital",Die Klinik ist auf Herzkrankheiten spezialisiert.,noun,Treatment,b2;treatment,B2_lesson_19
B2_vocab_128,B2,Praxis,die,Praxen,"practice, doctors office",Die Praxis hat mittwochs nachmittags geschlossen.,noun,Treatment,b2;treatment,B2_lesson_21
B2_vocab_129,B2,Notfall,der,Notfälle,emergency,Bei einem Notfall rufen Sie bitte den Rettungsdienst.,noun,Treatment,b2;treatment,B2_lesson_23
B2_vocab_130,B2,einnehmen,,,to take (medication),Sie müssen die Tabletten zweimal täglich einnehmen.,verb,Treatment,b2;treatment,B2_lesson_25
B2_vocab_131,B2,vermeiden,,,to avoid,Vermeiden Sie schwere körperliche Anstrengung nach der Operation.,verb,Treatment,b2;treatment,B2_lesson_2
B2_vocab_132,B2,empfehlen,,,to recommend,Der Arzt empfiehlt eine Physiotherapie.,verb,Treatment,b2;treatment,B2_lesson_4
B2_vocab_133,B2,Umweltschutz,der,,environmental protection,Umweltschutz ist eine wichtige gesellschaftliche Aufgabe.,noun,Environment and climate,b2;environment,B2_lesson_8
B2_vocab_134,B2,Klimawandel,der,Klimawandel,climate change,Der Klimawandel hat Auswirkungen auf die ganze Welt.,noun,Environment and climate,b2;environment,B2_lesson_10
B2_vocab_135,B2,Ressource,die,Ressourcen,resource,Wir müssen natürliche Ressourcen besser schützen.,noun,Environment and climate,b2;environment,B2_lesson_12
B2_vocab_136,B2,Emission,die,Emissionen,emission,Die Emission von Treibhausgasen muss reduziert werden.,noun,Environment and climate,b2;environment,B2_lesson_14
B2_vocab_137,B2,erneuerbar,,,"renewable, sustainable",Erneuerbare Energien werden immer wichtiger.,adjective,Environment and climate,b2;environment,B2_lesson_16
B2_vocab_138,B2,reduzieren,,,"to reduce, to cut down",Die Firma möchte den Energieverbrauch reduzieren.,verb,Environment and climate,b2;environment,B2_lesson_18
B2_vocab_139,B2,Umweltverschmutzung,die,,environmental pollution,Die Umweltverschmutzung in den Städten ist ein großes Problem.,noun,Environment and climate,b2;environment,B2_lesson_20
B2_vocab_140,B2,Mülltrennung,die,,"waste separation, recycling sorting",In Deutschland ist Mülltrennung selbstverständlich.,noun,Environment and climate,b2;environment,B2_lesson_22
B2_vocab_141,B2,Digitalisierung,die,,digitalization,Die Digitalisierung verändert viele Arbeitsbereiche.,noun,Technology and digital life,b2;technology,B2_lesson_24
B2_vocab_142,B2,Datenschutz,der,,"data protection, privacy",Datenschutz wird im Internet immer wichtiger.,noun,Technology and digital life,b2;technology,B2_lesson_1
B2_vocab_143,B2,Recherche,die,Recherchen,"research, search (for information)",Für die Hausarbeit müssen wir eine gründliche Recherche durchführen.,noun,Technology and digital life,b2;technology,B2_lesson_3
B2_vocab_144,B2,installieren,,,to install,Ich muss die neue Software auf meinem Computer installieren.,verb,Technology and digital life,b2;technology,B2_lesson_5
B2_vocab_145,B2,speichern,,,"to save, to store","Vergiss nicht, deine Arbeit regelmäßig zu speichern.",verb,Technology and digital life,b2;technology,B2_lesson_7
B2_vocab_146,B2,verfügbar,,,available,Der Dienst ist rund um die Uhr verfügbar.,adjective,Technology and digital life,b2;technology,B2_lesson_9
B2_vocab_147,B2,Automatisierung,die,,automation,Durch Automatisierung können viele Prozesse vereinfacht werden.,noun,Technology and digital life,b2;technology,B2_lesson_11
B2_vocab_148,B2,Netzwerk,das,Netzwerke,network,Das Unternehmen hat ein internationales Netzwerk aufgebaut.,noun,Technology and digital life,b2;technology,B2_lesson_13
B2_vocab_149,B2,Integration,die,Integrationen,integration,Die Integration von Migranten ist eine gesellschaftliche Herausforderung.,noun,Society and integration,b2;society,B2_lesson_15
B2_vocab_150,B2,Diskriminierung,die,Diskriminierungen,discrimination,Diskriminierung am Arbeitsplatz ist gesetzlich verboten.,noun,Society and integration,b2;society,B2_lesson_17
B2_vocab_151,B2,Gleichberechtigung,die,,"equal rights, equality",Die Gleichberechtigung von Mann und Frau ist im Grundgesetz verankert.,noun,Society and integration,b2;society,B2_lesson_19
B2_vocab_152,B2,Migration,die,Migrationen,migration,Migration gibt es aus vielen verschiedenen Gründen.,noun,Society and integration,b2;society,B2_lesson_21
B2_vocab_153,B2,Verein,der,Vereine,"club, association",Sie ist Mitglied in einem Sportverein.,noun,Society and integration,b2;society,B2_lesson_23
B2_vocab_154,B2,ehrenamtlich,,,"voluntary, on a voluntary basis",Viele Menschen arbeiten ehrenamtlich in sozialen Einrichtungen.,adjective,Society and integration,b2;society,B2_lesson_25
B2_vocab_155,B2,Ungleichheit,die,Ungleichheiten,inequality,Die soziale Ungleichheit nimmt in vielen Ländern zu.,noun,Society and integration,b2;society,B2_lesson_2
B2_vocab_156,B2,Lebensstandard,der,Lebensstandards,standard of living,Der Lebensstandard ist in den letzten Jahren gestiegen.,noun,Society and integration,b2;society,B2_lesson_4
B2_vocab_157,B2,Vertrauen,das,,"trust, confidence",Das Vertrauen zwischen Arzt und Patient ist sehr wichtig.,noun,Emotions and relationships,b2;emotions,B2_lesson_6
B2_vocab_158,B2,Einstellung,die,Einstellungen,"attitude, opinion",Seine Einstellung zur Arbeit hat sich verändert.,noun,Emotions and relationships,b2;emotions,B2_lesson_8
B2_vocab_159,B2,Begeisterung,die,,"enthusiasm, excitement",Die Begeisterung für das Projekt war von Anfang an groß.,noun,Emotions and relationships,b2;emotions,B2_lesson_10
B2_vocab_160,B2,Enttäuschung,die,Enttäuschungen,disappointment,Die Enttäuschung über das Ergebnis war deutlich spürbar.,noun,Emotions and relationships,b2;emotions,B2_lesson_12
B2_vocab_161,B2,Zufriedenheit,die,,"satisfaction, contentment",Die Zufriedenheit der Mitarbeiter ist dem Unternehmen wichtig.,noun,Emotions and relationships,b2;emotions,B2_lesson_14
B2_vocab_162,B2,Verantwortung,die,Verantwortungen,responsibility,Eltern tragen eine große Verantwortung für ihre Kinder.,noun,Emotions and relationships,b2;emotions,B2_lesson_16
B2_vocab_163,B2,Respekt,der,,respect,Respekt gegenüber anderen Kulturen ist wichtig.,noun,Emotions and relationships,b2;emotions,B2_lesson_18
B2_vocab_164,B2,beeinflussen,,,"to influence, to affect",Die Medien beeinflussen die öffentliche Meinung.,verb,Actions and communication,b2;communication,B2_lesson_20
B2_vocab_165,B2,vermitteln,,,"to convey, to mediate",Der Kurs vermittelt grundlegende Kenntnisse der Medizin.,verb,Actions and communication,b2;communication,B2_lesson_22
B2_vocab_166,B2,unterstützen,,,to support,Die Regierung unterstützt das Projekt mit finanziellen Mitteln.,verb,Actions and communication,b2;communication,B2_lesson_24
B2_vocab_167,B2,ablehnen,,,"to reject, to decline",Der Patient lehnt die Behandlung vorerst ab.,verb,Actions and communication,b2;communication,B2_lesson_1
B2_vocab_168,B2,zustimmen,,,"to agree, to consent",Ich stimme dem Vorschlag meines Kollegen zu.,verb,Actions and communication,b2;communication,B2_lesson_3
B2_vocab_169,B2,betonen,,,"to emphasize, to stress",Der Arzt betont die Wichtigkeit der Vorsorge.,verb,Actions and communication,b2;communication,B2_lesson_5
B2_vocab_170,B2,beantragen,,,"to apply for, to request",Sie müssen die Genehmigung rechtzeitig beantragen.,verb,Actions and communication,b2;communication,B2_lesson_7
B2_vocab_171,B2,erforderlich,,,"required, necessary",Eine schriftliche Bestätigung ist erforderlich.,adjective,Actions and communication,b2;communication,B2_lesson_9
B2_vocab_172,B2,Vertrag,der,Verträge,"contract, agreement",Vor der Unterschrift sollte man den Vertrag genau lesen.,noun,Law and administration,b2;law,B2_lesson_11
B2_vocab_173,B2,Genehmigung,die,Genehmigungen,"approval, permit",Für den Bau benötigt man eine behördliche Genehmigung.,noun,Law and administration,b2;law,B2_lesson_13
B2_vocab_174,B2,Nachweis,der,Nachweise,"proof, evidence, certificate",Als Nachweis dient das ärztliche Attest.,noun,Law and administration,b2;law,B2_lesson_15
B2_vocab_175,B2,Regelung,die,Regelungen,"regulation, arrangement",Die neue Regelung tritt ab nächstem Monat in Kraft.,noun,Law and administration,b2;law,B2_lesson_17
B2_vocab_176,B2,Richtlinie,die,Richtlinien,"guideline, directive",Die Richtlinien der EU müssen von allen Mitgliedsstaaten umgesetzt werden.,noun,Law and administration,b2;law,B2_lesson_19
B2_vocab_177,B2,Pflicht,die,Pflichten,"duty, obligation","Jeder Bürger hat die Pflicht, die Gesetze einzuhalten.",noun,Law and administration,b2;law,B2_lesson_21
B2_vocab_178,B2,Recht,das,Rechte,"right, law",Jeder Mensch hat das Recht auf eine faire Behandlung.,noun,Law and administration,b2;law,B2_lesson_23
B2_vocab_179,B2,Auflage,die,Auflagen,"condition, requirement",Die Genehmigung wurde mit strengen Auflagen erteilt.,noun,Law and administration,b2;law,B2_lesson_25
B2_vocab_180,B2,einhalten,,,"to comply with, to keep (rules)",Alle Mitarbeiter müssen die Sicherheitsvorschriften einhalten.,verb,Law and administration,b2;law,B2_lesson_2
B2_vocab_181,B2,angemessen,,,"appropriate, suitable, reasonable",Der Preis für die Behandlung ist angemessen.,adjective,Law and administration,b2;law,B2_lesson_4
B2_vocab_182,B2,ebenfalls,,,"likewise, also, as well",Ich bedanke mich für Ihre Hilfe und wünsche Ihnen ebenfalls einen schönen Tag.,adverb,Law and administration,b2;communication,B2_lesson_6
B2_vocab_183,B2,Anspruch,der,Ansprüche,"claim, entitlement, right to",Jeder Patient hat Anspruch auf eine zweite ärztliche Meinung.,noun,Law and consumer rights,b2;law,B2_lesson_8
B2_vocab_184,B2,Kündigung,die,Kündigungen,"cancellation, termination, notice",Die Kündigung des Vertrags muss schriftlich erfolgen.,noun,Law and consumer rights,b2;law,B2_lesson_9
B2_vocab_185,B2,Frist,die,Fristen,"deadline, period, time limit",Die Frist für den Widerspruch beträgt vier Wochen.,noun,Law and consumer rights,b2;law,B2_lesson_10
B2_vocab_186,B2,Erstattung,die,Erstattungen,"reimbursement, refund",Die Erstattung der Behandlungskosten muss beantragt werden.,noun,Law and consumer rights,b2;law,B2_lesson_11
B2_vocab_187,B2,Gewährleistung,die,Gewährleistungen,"warranty, guarantee",Auf das Produkt gibt es zwei Jahre Gewährleistung.,noun,Law and consumer rights,b2;law,B2_lesson_12
B2_vocab_188,B2,Verbraucher,der,Verbraucher,consumer,Verbraucher haben besondere Rechte beim Online-Einkauf.,noun,Law and consumer rights,b2;law,B2_lesson_13
B2_vocab_189,B2,Vorschrift,die,Vorschriften,"regulation, rule, requirement",Die Vorschriften zur Arbeitssicherheit müssen eingehalten werden.,noun,Law and consumer rights,b2;law,B2_lesson_14
B2_vocab_190,B2,berechtigt,,,"entitled, authorized, justified","Sie sind berechtigt, eine Rückerstattung zu verlangen.",adjective,Law and consumer rights,b2;law,B2_lesson_15
B2_vocab_191,B2,verbindlich,,,"binding, mandatory, committed",Das Angebot ist für zwei Wochen verbindlich.,adjective,Law and consumer rights,b2;law,B2_lesson_16
B2_vocab_192,B2,widerrufen,,,"to revoke, to cancel, to withdraw",Sie können den Vertrag innerhalb von 14 Tagen widerrufen.,verb,Law and consumer rights,b2;law,B2_lesson_17
B2_vocab_193,B2,Rechnung,die,Rechnungen,"bill, invoice",Bitte bezahlen Sie die Rechnung innerhalb von 30 Tagen.,noun,Finance and contracts,b2;finance,B2_lesson_18
B2_vocab_194,B2,Mahnung,die,Mahnungen,"reminder, dunning letter",Nach der zweiten Mahnung werden Mahngebühren fällig.,noun,Finance and contracts,b2;finance,B2_lesson_19
B2_vocab_195,B2,Verpflichtung,die,Verpflichtungen,"obligation, commitment",Mit der Unterschrift gehen Sie eine rechtliche Verpflichtung ein.,noun,Finance and contracts,b2;finance,B2_lesson_20
B2_vocab_196,B2,Vereinbarung,die,Vereinbarungen,"agreement, arrangement",Die Vereinbarung wurde von beiden Seiten unterschrieben.,noun,Finance and contracts,b2;finance,B2_lesson_21
B2_vocab_197,B2,erstatten,,,"to reimburse, to refund",Die Krankenkasse erstattet die Kosten für die Physiotherapie.,verb,Finance and contracts,b2;finance,B2_lesson_22
B2_vocab_198,B2,vereinbaren,,,"to agree on, to arrange",Wir haben einen Termin für die Besprechung vereinbart.,verb,Finance and contracts,b2;finance,B2_lesson_23
B2_vocab_199,B2,verpflichten,,,"to obligate, to commit oneself","Der Mieter verpflichtet sich, die Miete pünktlich zu zahlen.",verb,Finance and contracts,b2;finance,B2_lesson_24
B2_vocab_200,B2,Zahlung,die,Zahlungen,payment,Die Zahlung kann per Überweisung oder Kreditkarte erfolgen.,noun,Finance and contracts,b2;finance,B2_lesson_25
B2_vocab_201,B2,Betrag,der,Beträge,"amount, sum",Der fällige Betrag ist innerhalb einer Woche zu überweisen.,noun,Finance and contracts,b2;finance,B2_lesson_1
B2_vocab_202,B2,Mietminderung,die,Mietminderungen,rent reduction,Wegen der Lärmbelästigung kann der Mieter eine Mietminderung verlangen.,noun,Housing and urban life,b2;housing,B2_lesson_2
B2_vocab_203,B2,Wohnungsmarkt,der,Wohnungsmärkte,housing market,Der Wohnungsmarkt in der Stadt ist sehr angespannt.,noun,Housing and urban life,b2;housing,B2_lesson_3
B2_vocab_204,B2,Infrastruktur,die,Infrastrukturen,infrastructure,Die Infrastruktur in ländlichen Gebieten muss verbessert werden.,noun,Housing and urban life,b2;housing,B2_lesson_4
B2_vocab_205,B2,Vermieter,der,Vermieter,landlord,Der Vermieter ist für die Reparatur der Heizung verantwortlich.,noun,Housing and urban life,b2;housing,B2_lesson_5
B2_vocab_206,B2,Mieter,der,Mieter,tenant,Der Mieter muss die Miete bis zum dritten Werktag des Monats zahlen.,noun,Housing and urban life,b2;housing,B2_lesson_6
B2_vocab_207,B2,Nebenkosten,die,,"additional costs, utilities",In den Nebenkosten sind Heizung und Wasser enthalten.,noun,Housing and urban life,b2;housing,B2_lesson_7
B2_vocab_208,B2,Kaution,die,Kautionen,security deposit,Die Kaution beträgt drei Kaltmieten.,noun,Housing and urban life,b2;housing,B2_lesson_8
B2_vocab_209,B2,Stockwerk,das,Stockwerke,"floor, story",Die Wohnung liegt im dritten Stockwerk und hat keinen Aufzug.,noun,Housing and urban life,b2;housing,B2_lesson_9
B2_vocab_210,B2,Wohnungssuche,die,,"apartment hunting, house search",Die Wohnungssuche in der Großstadt kann mehrere Monate dauern.,noun,Housing and urban life,b2;housing,B2_lesson_10
B2_vocab_211,B2,Behörde,die,Behörden,"authority, public agency",Die Behörde bearbeitet den Antrag innerhalb von vier Wochen.,noun,Public services and administration,b2;administration,B2_lesson_11
B2_vocab_212,B2,Verfahren,das,Verfahren,"procedure, process, proceedings",Das Verwaltungsverfahren dauert in der Regel drei Monate.,noun,Public services and administration,b2;administration,B2_lesson_12
B2_vocab_213,B2,Anmeldung,die,Anmeldungen,"registration, notification",Die Anmeldung des Wohnsitzes muss innerhalb von zwei Wochen erfolgen.,noun,Public services and administration,b2;administration,B2_lesson_13
B2_vocab_214,B2,Auskunft,die,Auskünfte,"information, inquiry",Die Auskunft über die Öffnungszeiten erhalten Sie am Telefon.,noun,Public services and administration,b2;administration,B2_lesson_14
B2_vocab_215,B2,Gebühr,die,Gebühren,"fee, charge",Für die Ausstellung des Passes wird eine Gebühr erhoben.,noun,Public services and administration,b2;administration,B2_lesson_15
B2_vocab_216,B2,Bescheid,der,Bescheide,"notification, decision, notice",Der Bescheid wurde per Post zugestellt.,noun,Public services and administration,b2;administration,B2_lesson_16
B2_vocab_217,B2,Zuständigkeit,die,Zuständigkeiten,"responsibility, jurisdiction, authority","Bitte klären Sie vorher, welche Behörde zuständig ist.",noun,Public services and administration,b2;administration,B2_lesson_17
B2_vocab_218,B2,Bearbeitung,die,Bearbeitungen,"processing, handling",Die Bearbeitung Ihres Antrags dauert etwa zwei Wochen.,noun,Public services and administration,b2;administration,B2_lesson_18
B2_vocab_219,B2,Rückmeldung,die,Rückmeldungen,"feedback, response, reply",Wir warten noch auf eine Rückmeldung von der Versicherung.,noun,Formal complaints and solutions,b2;complaints,B2_lesson_19
B2_vocab_220,B2,Klärung,die,Klärungen,"clarification, resolution",Zur Klärung des Problems ist ein persönliches Gespräch notwendig.,noun,Formal complaints and solutions,b2;complaints,B2_lesson_20
B2_vocab_221,B2,einreichen,,,"to submit, to file",Sie müssen die Unterlagen bis Ende der Woche einreichen.,verb,Formal complaints and solutions,b2;complaints,B2_lesson_21
B2_vocab_222,B2,nachweisen,,,"to prove, to provide evidence of",Der Patient muss seine Identität mit dem Ausweis nachweisen.,verb,Formal complaints and solutions,b2;complaints,B2_lesson_22
B2_vocab_223,B2,genehmigen,,,"to approve, to permit",Die Krankenkasse hat die Kostenübernahme genehmigt.,verb,Formal complaints and solutions,b2;complaints,B2_lesson_23
B2_vocab_224,B2,klären,,,"to clarify, to clear up",Wir müssen die offenen Fragen mit dem Arzt klären.,verb,Formal complaints and solutions,b2;complaints,B2_lesson_24
B2_vocab_225,B2,sich beschweren,,,to complain,Der Kunde beschwert sich über die lange Wartezeit.,verb,Formal complaints and solutions,b2;complaints,B2_lesson_25
B2_vocab_226,B2,schriftlich,,,"in writing, written",Bitte reichen Sie Ihre Bewerbung schriftlich ein.,adjective,Formal complaints and solutions,b2;complaints,B2_lesson_1
B2_vocab_227,B2,grundsätzlich,,,"in principle, fundamentally, basically",Grundsätzlich haben Sie Anspruch auf eine Rückerstattung.,adverb,Advanced daily-life problem solving,b2;problemsolving,B2_lesson_2
B2_vocab_228,B2,rechtzeitig,,,"in time, punctual, timely",Bitte bezahlen Sie die Rechnung rechtzeitig.,adverb,Advanced daily-life problem solving,b2;problemsolving,B2_lesson_3
B2_vocab_229,B2,Störung,die,Störungen,"disruption, fault, disturbance",Bei technischen Störungen wenden Sie sich bitte an den Kundendienst.,noun,Advanced daily-life problem solving,b2;problemsolving,B2_lesson_4
B2_vocab_230,B2,Schaden,der,Schäden,"damage, harm",Der Schaden am Auto wurde von der Versicherung übernommen.,noun,Advanced daily-life problem solving,b2;problemsolving,B2_lesson_5
B2_vocab_231,B2,Reparatur,die,Reparaturen,repair,Die Reparatur der Waschmaschine dauert etwa drei Tage.,noun,Advanced daily-life problem solving,b2;problemsolving,B2_lesson_6
B2_vocab_232,B2,verschieben,,,"to postpone, to reschedule, to shift",Der Termin musste wegen Krankheit verschoben werden.,verb,Advanced daily-life problem solving,b2;problemsolving,B2_lesson_7
B2_vocab_233,B2,Veranstaltung,die,Veranstaltungen,"event, function",Die Veranstaltung findet im Kulturzentrum statt.,noun,Culture and entertainment,b2;culture,B2_lesson_8
B2_vocab_234,B2,Ausstellung,die,Ausstellungen,"exhibition, display",Die Ausstellung moderner Kunst war sehr beeindruckend.,noun,Culture and entertainment,b2;culture,B2_lesson_9
B2_vocab_235,B2,Aufführung,die,Aufführungen,"performance, show",Die Aufführung des Theaterstücks beginnt um 20 Uhr.,noun,Culture and entertainment,b2;culture,B2_lesson_10
B2_vocab_236,B2,Eintritt,der,Eintritte,"admission, entry, entrance",Der Eintritt für das Konzert kostet 25 Euro.,noun,Culture and entertainment,b2;culture,B2_lesson_11
B2_vocab_237,B2,Zuschauer,der,Zuschauer,"spectator, audience member",Die Zuschauer applaudierten nach der Aufführung.,noun,Culture and entertainment,b2;culture,B2_lesson_12
B2_vocab_238,B2,Museum,das,Museen,museum,Das Museum hat sonntags von 10 bis 18 Uhr geöffnet.,noun,Culture and entertainment,b2;culture,B2_lesson_13
B2_vocab_239,B2,Eintrittskarte,die,Eintrittskarten,admission ticket,Eintrittskarten können online im Voraus bestellt werden.,noun,Culture and entertainment,b2;culture,B2_lesson_14
B2_vocab_240,B2,beeindrucken,,,to impress,Die Architektur des Gebäudes hat mich sehr beeindruckt.,verb,Culture and entertainment,b2;culture,B2_lesson_15
B2_vocab_241,B2,genießen,,,to enjoy,Genießen Sie den Abend im Theater.,verb,Culture and entertainment,b2;culture,B2_lesson_16
B2_vocab_242,B2,kulturell,,,cultural,Die Stadt bietet ein vielfältiges kulturelles Programm.,adjective,Culture and entertainment,b2;culture,B2_lesson_17
B2_vocab_243,B2,Seminar,das,Seminare,"seminar, workshop",Das Seminar zur Prüfungsvorbereitung findet nächste Woche statt.,noun,Education and learning,b2;education,B2_lesson_18
B2_vocab_244,B2,Vorlesung,die,Vorlesungen,lecture,Die Vorlesung über Medizinethik war sehr interessant.,noun,Education and learning,b2;education,B2_lesson_19
B2_vocab_245,B2,Studiengang,der,Studiengänge,"degree program, course of study",Der Studiengang umfasst sechs Semester.,noun,Education and learning,b2;education,B2_lesson_20
B2_vocab_246,B2,Zulassung,die,Zulassungen,"admission, acceptance",Die Zulassung zum Studium ist mit einem Numerus Clausus verbunden.,noun,Education and learning,b2;education,B2_lesson_21
B2_vocab_247,B2,Austausch,der,Austausche,exchange,Ein Semester im Ausland ist ein bereichernder Austausch.,noun,Education and learning,b2;education,B2_lesson_22
B2_vocab_248,B2,Abschlussarbeit,die,Abschlussarbeiten,"thesis, final paper",Für die Abschlussarbeit habe ich ein halbes Jahr recherchiert.,noun,Education and learning,b2;education,B2_lesson_23
B2_vocab_249,B2,benoten,,,"to grade, to mark",Die Klausur wird von zwei Dozenten benotet.,verb,Education and learning,b2;education,B2_lesson_24
B2_vocab_250,B2,bestehen,,,"to pass (an exam), to exist",Sie hat die Prüfung mit einer guten Note bestanden.,verb,Education and learning,b2;education,B2_lesson_25
B2_vocab_251,B2,zuverlässig,,,"reliable, dependable",Ein zuverlässiger Mitarbeiter ist für jedes Team wertvoll.,adjective,Personality and character,b2;personality,B2_lesson_1
B2_vocab_252,B2,ehrlich,,,"honest, truthful",Seien Sie ehrlich zu Ihrem Arzt über Ihre Beschwerden.,adjective,Personality and character,b2;personality,B2_lesson_2
B2_vocab_253,B2,geduldig,,,patient,Geduldige Menschen reagieren in Stresssituationen ruhiger.,adjective,Personality and character,b2;personality,B2_lesson_3
B2_vocab_254,B2,selbstbewusst,,,"self-confident, assertive",Ein selbstbewusster Auftritt ist im Vorstellungsgespräch wichtig.,adjective,Personality and character,b2;personality,B2_lesson_4
B2_vocab_255,B2,flexibel,,,flexible,In der heutigen Arbeitswelt muss man flexibel sein.,adjective,Personality and character,b2;personality,B2_lesson_5
B2_vocab_256,B2,gründlich,,,"thorough, meticulous",Eine gründliche Vorbereitung ist der Schlüssel zum Erfolg.,adjective,Personality and character,b2;personality,B2_lesson_6
B2_vocab_257,B2,neugierig,,,"curious, inquisitive",Neugierige Menschen lernen ihr Leben lang dazu.,adjective,Personality and character,b2;personality,B2_lesson_7
B2_vocab_258,B2,aufmerksam,,,"attentive, considerate","Bitte hören Sie aufmerksam zu, bevor Sie Fragen stellen.",adjective,Personality and character,b2;personality,B2_lesson_8
B2_vocab_259,B2,bescheiden,,,"modest, humble",Trotz seines Erfolgs ist er bescheiden geblieben.,adjective,Personality and character,b2;personality,B2_lesson_9
B2_vocab_260,B2,verantwortungsvoll,,,"responsible, conscientious",Sie geht mit ihrer Aufgabe sehr verantwortungsvoll um.,adjective,Personality and character,b2;personality,B2_lesson_10
B2_vocab_261,B2,Fahrgemeinschaft,die,Fahrgemeinschaften,carpool,Wir haben eine Fahrgemeinschaft zur Arbeit gegründet.,noun,Transport and mobility,b2;transport,B2_lesson_11
B2_vocab_262,B2,Nahverkehr,der,,local public transport,Der öffentliche Nahverkehr in der Stadt ist gut ausgebaut.,noun,Transport and mobility,b2;transport,B2_lesson_12
B2_vocab_263,B2,Verspätung,die,Verspätungen,"delay, lateness",Der Zug hat eine Verspätung von 20 Minuten.,noun,Transport and mobility,b2;transport,B2_lesson_13
B2_vocab_264,B2,Strecke,die,Strecken,"route, distance, stretch",Die Strecke von München nach Berlin legt der ICE in vier Stunden zuruck.,noun,Transport and mobility,b2;transport,B2_lesson_14
B2_vocab_265,B2,Verbindung,die,Verbindungen,"connection, transport link",Die Verbindung mit dem Bus ist leider nicht gut.,noun,Transport and mobility,b2;transport,B2_lesson_15
B2_vocab_266,B2,umsteigen,,,"to change, to transfer (trains/buses)","Sie müssen in Frankfurt umsteigen, um nach Berlin zu kommen.",verb,Transport and mobility,b2;transport,B2_lesson_16
B2_vocab_267,B2,ausfallen,,,"to be cancelled, to fail",Wegen des Streiks fallen viele Züge aus.,verb,Transport and mobility,b2;transport,B2_lesson_17
B2_vocab_268,B2,Berufsverkehr,der,,"commuter traffic, rush hour",Im Berufsverkehr sollte man Staus einplanen.,noun,Transport and mobility,b2;transport,B2_lesson_18
